timestamp,s_no,report_week,hospital_code,hospital_type,federal_entity,administrative_entity,power_outage_equipment_failure_specify,power_generator_available,power_outage_mortatility,power_outage_deaths_count,power_outage,power_outage_avg_failures_per_day,power_outage_days_count,power_outage_avg_duration,power_outage_equipment_failure,mortality_hospital_failure_cardiovascular_count,mortality_hospital_failure_cardiovascular_cause,mortality_hospital_failure_trauma_count,mortality_hospital_failure_trauma_cause,rrt_avail_high_flow_catheters,rrt_avail_blood_tests_hiv_hvb_hvc_vdr,rrt_avail_immediate_access_urea_reduction_bun,operability_icu,operability_icu_p,operability_er,operability_sx,operability_lab,operability_uls,operability_ct_mri,operability_xr,er_avail_adrenalin,er_avail_atropine,er_avail_dopamine,er_avail_cephalosporins_betalactams,er_avail_aminoglycosides_quinolone,er_avail_vancomycin_clindamycin,er_avail_lidocaine,er_avail_minor_opioids,er_avail_major_opioids,er_avail_iv_fluids,er_avail_diazepam_dph,er_avail_heparin,er_avail_steroids,er_avail_insulin,er_avail_asthma,er_avail_blood_pressure,er_avail_defibrillator,er_avail_ott_intubation,er_avail_catheter,er_avail_oxygen_suction,sx_avail_minor_opioids,sx_avail_major_opioids,sx_avail_anesthetic_gases,sx_avail_anesthetics_iv,sx_avail_relaxants,sx_avail_ott_intubation,sx_avail_patient_lingerie_kit,sx_avail_disposables_mask_gloves_gown,sx_avail_oxygen_suction,rrt_avail,rrt_operability,rrt_avg_daily_patients,rrt_peritoneal_count,rrt_num_hemodialysis,rrt_num_hemodialysis_acute,rrt_num_hemodialysis_chronic,rrt_num_hemodialysis_equipments,rrt_num_hemodialysis_equipments_operability,rrt_hemodialysis_avail_filter,rrt_hemodialysis_avail_lines,rrt_hemodialysis_avail_kit_hemodialysis,rrt_hemodialysis_avail_iron,rrt_hemodialysis_avail_b_complex,rrt_hemodialysis_avail_calcium,rrt_hemodialysis_avail_zemblar,rrt_reverse_osmosis_unit_operability,rrt_staff_nephrology,rrt_staff_md,rrt_staff_resident,rrt_staff_nurse,rrt_staff_nurse_nephrologist,arch_beds_count,op_beds_count,op_beds_er_count,nutr_avail,nutr_operability,nutr_num,nutr_daily_freq_meal,nutr_quality,nutr_freq_milk_formulas,pneumonia_antibiotic_therapy_latency,mi_thrombolytic_treatment_latency,er_staff_residents_and_rural_day_on_call,er_staff_specialist_day_on_call,er_staff_mic_day_on_call,er_staff_nurse_day_on_call,er_staff_non_professional_nurse_day_on_call,er_staff_residents_and_rural_night_on_call,er_staff_specialist_night_on_call,er_staff_mic_night_on_call,op_pavilions_count,er_staff_nurse_night_on_call,er_staff_non_professional_nurse_night_on_call,wash_failure_icu,wash_failure_er,wash_failure_sx
2020-01-18,854,2 2020,Car000,type IV,Carabobo,IVSS,0,There does not work,Yes,0.0,Yes,1,Within 3 days,1899-12-30T00: 40: 00.000Z,Do not,,,,,Days 3 to 5,Has never been,Days 3 to 5,nonoperating,nonoperating,Every day,Every day,Every day,Has never been,Has never been,nonoperating,There were no,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,Days 3 to 5,There were no,Days 3 to 5,There were no,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,SÃ,SÃ,8.0,0.0,8.0,2.0,6.0,5.0,3.0,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Has never been,Has never been,Days 3 to 5,Has never been,456,206,50,Do not,,,,,,1899-12-30T12: 00: 00.000Z,1899-12-31T00: 00: 00.000Z,30,30,0,30,0,12,8,0,8,4,0,There was no water any public day,There was no water any public day,There was no water any public day
2020-01-19,824,3 2020,BAR000,type IV,Barinas,"MPPS, Military Health, Govt. State, Barrio Adentro",,It works every day,Yes,,Yes,1,Days 3 to 5,1899-12-30T03: 00: 00.000Z,Do not,,,,,There were no,There were no,There were no,Every day,Every day,Every day,Every day,nonoperating,Less than 3 days,nonoperating,nonoperating,There were no,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,Between 1 and 2 days,There were no,There were no,There were no,Between 1 and 2 days,There were no,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,SÃ,SÃ,46.0,0.0,46.0,0.0,46.0,16.0,14.0,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,Every day,Days 3 to 5,Every day,Every day,Days 3 to 5,Every day,230,200,50,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T05: 00: 00.000Z,1899-12-30T05: 00: 00.000Z,2,1,4,2,1,2,2,4,2,2,0,"<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)"
2020-01-19,465,3 2020,CAR001,type IV,Carabobo,"IVSS, MPPS",,It works every day,Yes,0.0,Yes,2,Days 3 to 5,1899-12-30T00: 15: 00.000Z,Do not,3.0,,4.0,,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,SÃ,SÃ,6.0,2.0,4.0,2.0,4.0,3.0,2.0,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Has never been,Every day,Every day,Every day,400,250,100,SÃ,SÃ,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T00: 20: 00.000Z,1899-12-30T00: 05: 00.000Z,30,10,1,35,5,30,10,1,9,30,0,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2020-01-19,891,3 2020,FAL000,type IV,Falcon,Gob. State,"Monitors, lamps, elevator floor",It works every day,Yes,2.0,Yes,3,Within 3 days,1899-12-30T03: 00: 00.000Z,SÃ,3.0,"Equipment, medicines, electric light © ctrica",2.0,"Equipment, drugs",Between 1 and 2 days,There were no,There were no,Every day,Every day,Every day,Every day,nonoperating,nonoperating,nonoperating,nonoperating,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,There were no,Every day,Every day,There were no,There were no,There were no,There were no,Every day,Every day,There were no,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,SÃ,SÃ,38.0,13.0,15.0,15.0,12.0,15.0,15.0,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,Between 1 and 2 days,There were no,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,300,267,30,SÃ,SÃ,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T03: 17: 00.000Z,1899-12-30T02: 58: 00.000Z,21,5,0,15,10,13,4,0,1,11,5,There was water every day,There was water every day,There was water every day
2020-01-19,793,3 2020,MIR000,type IV,Dtto Capital,IVSS,,It works every day,No,,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,5.0,"Equipment, drugs, human resources, electric light © ctrica, structural Rest (water, O2, suction)",5.0,"Equipment, drugs, human resources, electric light © ctrica, structural Rest (water, O2, suction)",Between 1 and 2 days,There were no,There were no,Every day,Every day,Every day,Every day,nonoperating,nonoperating,nonoperating,nonoperating,Every day,Every day,Every day,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,Between 1 and 2 days,Every day,Every day,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Every day,Every day,Between 1 and 2 days,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,SÃ,SÃ,60.0,30.0,30.0,15.0,45.0,40.0,15.0,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,There were no,Days 3 to 5,Every day,There were no,600,490,50,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was less than 3-dairy formulas days,1899-12-30T08: 00: 00.000Z,1899-12-30T02: 00: 00.000Z,30,30,10,40,15,30,10,3,2,10,10,"<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)"
2020-01-20,572,1 2020,MER000,type IV,Merida,MPPS,,It works every day,Yes,,Yes,2,Every day,1899-12-30T02: 00: 00.000Z,Do not,,,,,Between 1 and 2 days,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,nonoperating,nonoperating,There were no,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,Every day,There were no,There were no,Between 1 and 2 days,Days 3 to 5,There were no,Days 3 to 5,There were no,Days 3 to 5,Between 1 and 2 days,Every day,Every day,Days 3 to 5,Every day,There were no,There were no,Every day,Every day,Every day,Every day,Between 1 and 2 days,Between 1 and 2 days,Every day,SÃ,SÃ,6.0,0.0,5.0,1.0,5.0,9.0,3.0,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,There were no,any public day,Every day,Has never been,Every day,Every day,Every day,800,550,100,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T02: 00: 00.000Z,1899-12-30T02: 00: 00.000Z,1,1,1,1,0,1,1,1,3,1,0,There was water every day,There was water every day,There was water every day
2020-01-20,575,2 2020,MER000,type IV,Merida,MPPS,,It works every day,Yes,,Yes,2,Every day,1899-12-30T02: 00: 00.000Z,Do not,,,,,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,Days 3 to 5,nonoperating,nonoperating,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Every day,There were no,There were no,Every day,Every day,Every day,Every day,Every day,Between 1 and 2 days,Every day,SÃ,SÃ,5.0,0.0,5.0,1.0,4.0,9.0,3.0,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,There were no,any public day,Every day,Has never been,Every day,Every day,Every day,800,550,100,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T02: 00: 00.000Z,1899-12-30T02: 00: 00.000Z,1,1,1,1,0,1,1,1,3,1,0,There was water every day,There was water every day,There was water every day
2020-01-20,59,3 2020,ANZ000,type IV,Anzoategui,MPPS,,It works every day,No,,No,2,Days 3 to 5,1899-12-30T01: 00: 00.000Z,Do not,,,,,,,,Every day,Every day,Every day,Every day,nonoperating,nonoperating,nonoperating,nonoperating,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,There were no,Between 1 and 2 days,There were no,There were no,There were no,There were no,There were no,Between 1 and 2 days,Every day,Every day,There were no,Every day,There were no,There were no,Every day,There were no,There were no,Every day,There were no,There were no,Every day,Do not,,,,,,,,,,,,,,,,,,,,,,320,225,55,Do not,,,,,,1899-12-30T00: 30: 00.000Z,1899-12-30T00: 30: 00.000Z,21,18,8,24,12,21,18,8,3,12,6,There was water every day,There was water every day,There was water every day
2020-01-20,420,3 2020,APU000,type III,Apure,"MPPS, Gob. State",0,It works every day,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,0.0,,,,Between 1 and 2 days,There were no,Has never been,Every day,Every day,Every day,Days 3 to 5,nonoperating,Has never been,Has never been,nonoperating,Every day,Every day,Every day,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Between 1 and 2 days,Days 3 to 5,There were no,There were no,Between 1 and 2 days,There were no,Between 1 and 2 days,Days 3 to 5,Every day,Every day,Every day,Between 1 and 2 days,Between 1 and 2 days,There were no,Between 1 and 2 days,Between 1 and 2 days,Every day,Days 3 to 5,Days 3 to 5,Every day,SÃ,SÃ,23.0,5.0,18.0,10.0,13.0,4.0,4.0,Between 1 and 2 days,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,,Every day,Every day,Every day,Every day,Has never been,200,175,25,SÃ,SÃ,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T00: 20: 00.000Z,1899-12-30T01: 15: 00.000Z,15,9,4,10,2,15,6,2,3,10,2,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2020-01-20,56,2 2020,ANZ000,type IV,Anzoategui,MPPS,,It works every day,No,,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,,,,,,,,Every day,Every day,Every day,Every day,nonoperating,nonoperating,nonoperating,nonoperating,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,There were no,Between 1 and 2 days,There were no,There were no,There were no,There were no,There were no,There were no,Every day,Every day,There were no,Every day,Between 1 and 2 days,There were no,Every day,There were no,There were no,Every day,There were no,There were no,Every day,Do not,,,,,,,,,,,,,,,,,,,,,,320,225,55,Do not,,,,,,1899-12-30T02: 00: 00.000Z,1899-12-30T00: 30: 00.000Z,21,18,8,24,12,21,18,8,3,12,6,There was water every day,There was water every day,There was water every day
2020-01-20,379,3 2020,DCA007,type IV,Dtto Capital,MPPS,,It works every day,No,,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,,,,,,,,Has never been,Has never been,Every day,Every day,Every day,Days 3 to 5,nonoperating,Less than 3 days,Every day,Every day,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,Every day,Every day,There were no,Every day,There were no,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Do not,,,,,,,,,,,,,,,,,,,,,,104,76,76,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T01: 00: 00.000Z,1899-12-30T00: 00: 00.000Z,1,1,0,8,0,1,1,0,1,6,0,"3 to 5 days, with alternate support","3 to 5 days, with alternate support",There was water every day
2020-01-20,64,1 2020,ANZ000,type IV,Anzoategui,MPPS,,It works every day,No,,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,2.0,Medicines,3.0,"Drugs, structural Rest (water, O2, suction)",,,,Every day,Every day,Every day,Every day,nonoperating,nonoperating,nonoperating,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,There were no,There were no,There were no,There were no,There were no,There were no,Every day,Every day,There were no,Every day,Days 3 to 5,Days 3 to 5,Every day,There were no,There were no,Every day,There were no,There were no,Every day,Do not,,,,,,,,,,,,,,,,,,,,,,320,225,55,Do not,,,,,,1899-12-30T00: 30: 00.000Z,1899-12-30T00: 30: 00.000Z,21,18,8,24,12,21,18,8,3,12,6,There was water every day,There was water every day,There was water every day
2020-01-20,103,2 2020,ARA001,type IV,Aragua,Military health,0,It works every day,Yes,0.0,Yes,1,Within 3 days,1899-12-30T02: 00: 00.000Z,Do not,0.0,,0.0,,,,,Every day,Has never been,Every day,Every day,Days 3 to 5,Less than 3 days,Has never been,Less than 3 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Every day,Every day,There were no,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Every day,Every day,Days 3 to 5,Every day,Every day,There were no,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Every day,Between 1 and 2 days,Days 3 to 5,Every day,Do not,,,,,,,,,,,,,,,,,,,,,,304,103,24,SÃ,SÃ,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T15: 00: 00.000Z,1899-12-30T14: 00: 00.000Z,20,8,0,6,7,12,8,0,3,5,8,"<3 days, with alternate support","<3 days, with alternate support","<3 days, with alternate support"
2020-01-20,61,52 of 2019,ANZ000,type IV,Anzoategui,MPPS,,It works every day,No,,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,,,,,,,,Every day,Every day,Every day,Every day,nonoperating,nonoperating,nonoperating,nonoperating,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Every day,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,Every day,Every day,Has never been,Every day,Days 3 to 5,Days 3 to 5,Every day,There were no,There were no,Every day,There were no,There were no,Every day,Do not,,,,,,,,,,,,,,,,,,,,,,320,220,55,Do not,,,,,,1899-12-30T00: 20: 00.000Z,1899-12-30T00: 30: 00.000Z,21,18,8,24,12,21,18,8,3,12,6,There was water every day,There was water every day,There was water every day
2020-01-20,81,3 2020,ARA001,type IV,Aragua,Military health,0,It works every day,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,0.0,,0.0,,,,,Every day,Has never been,Every day,Every day,Less than 3 days,Less than 3 days,Has never been,Less than 3 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Every day,Every day,There were no,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Every day,Every day,Days 3 to 5,Every day,Every day,There were no,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Every day,There were no,Days 3 to 5,Every day,Do not,,,,,,,,,,,,,,,,,,,,,,304,103,24,SÃ,SÃ,Days 3 to 5,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T05: 00: 00.000Z,1899-12-30T09: 00: 00.000Z,19,8,0,5,6,11,7,0,3,5,7,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2020-01-20,581,3 2020,MER000,type IV,Merida,MPPS,,It works every day,Yes,,Yes,2,Every day,1899-12-30T02: 00: 00.000Z,Do not,,,,,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,Every day,Every day,nonoperating,nonoperating,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,Every day,There were no,There were no,Every day,There were no,There were no,Between 1 and 2 days,There were no,Days 3 to 5,There were no,Every day,Every day,Days 3 to 5,Every day,There were no,There were no,Every day,Every day,Every day,Every day,Between 1 and 2 days,Between 1 and 2 days,Every day,SÃ,SÃ,5.0,0.0,5.0,1.0,4.0,9.0,3.0,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,There were no,Every day,Every day,Has never been,Every day,Every day,Every day,800,550,100,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T02: 00: 00.000Z,1899-12-30T02: 00: 00.000Z,1,1,1,1,0,1,1,1,3,1,0,There was water every day,There was water every day,There was water every day
2020-01-22,765,2 2020,VAR000,type III,Vargas,IVSS,X-rays,It works every day,Yes,0.0,Yes,1,Within 3 days,1899-12-30T04: 00: 00.000Z,SÃ,0.0,,0.0,,Every day,Every day,Every day,nonoperating,Has never been,Every day,Every day,nonoperating,nonoperating,Has never been,Every day,Every day,Every day,Every day,Every day,Every day,There were no,Every day,There were no,Every day,Every day,Every day,Every day,There were no,Every day,Every day,There were no,Every day,Every day,There were no,Every day,There were no,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,SÃ,SÃ,18.0,0.0,0.0,0.0,18.0,24.0,17.0,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,There were no,Has never been,Every day,Every day,140,120,16,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T00: 15: 00.000Z,1899-12-30T00: 00: 00.000Z,4,2,0,16,0,4,2,1,2,6,0,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2020-01-22,754,3 2020,VAR000,type III,Vargas,IVSS,,It works every day,Yes,0.0,Yes,1,Days 3 to 5,1899-12-30T04: 00: 00.000Z,Do not,0.0,,0.0,,Every day,Every day,Every day,nonoperating,Has never been,Every day,Every day,nonoperating,nonoperating,Has never been,Every day,Every day,Every day,Every day,Every day,Every day,There were no,Every day,There were no,Every day,Every day,Every day,Every day,There were no,Every day,Every day,There were no,Every day,Every day,There were no,Every day,There were no,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,SÃ,SÃ,18.0,0.0,0.0,0.0,18.0,24.0,17.0,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,There were no,Has never been,Every day,Every day,140,120,16,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T00: 15: 00.000Z,1899-12-30T00: 00: 00.000Z,4,2,1,16,0,4,2,1,2,6,0,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2020-01-23,246,3 2020,DCA003,type IV,Dtto Capital,"Military Health, SELF SERVICE",CHEMISTRY LAB EQUIPMENT,It works less than 3 days,Yes,0.0,Yes,1,Within 3 days,1899-12-30T00: 05: 00.000Z,SÃ,3.0,"Equipment, medicines, Human Resources",2.0,"Equipment, medicines, Human Resources",,,,Every day,Every day,Every day,Days 3 to 5,Every day,Every day,nonoperating,nonoperating,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Every day,Between 1 and 2 days,Days 3 to 5,There were no,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,Days 3 to 5,Every day,Every day,Every day,Every day,There were no,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,There were no,Between 1 and 2 days,Every day,SÃ,Do not,,,,,,,,,,,,,,,,,,,,,1300,350,30,SÃ,SÃ,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1900-01-02T00: 00: 00.000Z,1899-12-30T00: 40: 00.000Z,30,2,6,8,2,25,1,1,2,3,1,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2020-01-23,160,3 2020,BOL001,type III,Bolivar,IVSS,0,It works every day,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,5.0,"Equipment, drugs, human resources, structural Rest (water, O2, suction), Cardiologists Missing",4.0,"Equipment, drugs, human resources, structural Rest (water, O2, suction), lack blood products",,,,nonoperating,nonoperating,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Every day,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Days 3 to 5,Every day,Between 1 and 2 days,Days 3 to 5,Every day,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Every day,Do not,,,,,,,,,,,,,,,,,,,,,,300,125,55,SÃ,Do not,,,,,1899-12-30T10: 00: 00.000Z,1899-12-30T06: 00: 00.000Z,14,12,0,22,6,12,10,0,3,8,4,There was no water any public day,"3 to 5 days, with alternate support",There was water every day
2020-01-23,255,2 2020,DCA003,type IV,Dtto Capital,"MPPS, Autonomous Institute",0,Works between 3 and 5 days,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,4.0,"Drugs, human resources, structural Rest (water, O2, suction)",1.0,"Equipment, medicines, Human Resources",,,,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Every day,nonoperating,nonoperating,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Every day,Between 1 and 2 days,Days 3 to 5,There were no,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,There were no,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Every day,There were no,Between 1 and 2 days,Every day,SÃ,Do not,,,,,,,,,,,,,,,,,,,,,1400,350,35,SÃ,SÃ,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was less than 3-dairy formulas days,1900-01-01T00: 00: 00.000Z,1899-12-30T00: 50: 00.000Z,25,3,5,7,2,20,1,1,1,2,1,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2020-01-23,356,3 2020,DCA006,type IV,Dtto Capital,MPPS,0,There does not work,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,0.0,Human resource,0.0,Human resource,,,,nonoperating,nonoperating,Every day,Every day,Every day,nonoperating,nonoperating,nonoperating,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Do not,,,,,,,,,,,,,,,,,,,,,,470,270,13,SÃ,Do not,,,,,1899-12-30T01: 00: 00.000Z,1899-12-30T00: 30: 00.000Z,8,4,0,4,0,8,2,0,3,4,0,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
