s_no,timestamp,report_week,hospital_code,hospital_type,federal_entity,administrative_entity,power_outage_equipment_failure_specify,power_generator_available,power_outage_mortatility,power_outage_deaths_count,power_outage,power_outage_avg_failures_per_day,power_outage_days_count,power_outage_avg_duration,power_outage_equipment_failure,mortality_hospital_failure_cardiovascular_count,mortality_hospital_failure_cardiovascular_cause,mortality_hospital_failure_trauma_count,mortality_hospital_failure_trauma_cause,strike_medical_staff_affected,strike_nurses_affected,strike_other_staff_affected,strike_patients_affected,strike_other_affected,staff_violence_affected_reasons,epidemiological_emergency_suspected_diseases,rrt_avail_high_flow_catheters,rrt_avail_blood_tests_hiv_hvb_hvc_vdr,rrt_avail_immediate_access_urea_reduction_bun,nCoV_face_mask_avail,nCoV_respiratory_isolation_protocol_avail,nCoV_isolation_area_avail,operability_icu,operability_icu_p,operability_er,operability_sx,operability_lab,operability_uls,operability_ct_mri,operability_xr,er_avail_adrenalin,er_avail_atropine,er_avail_dopamine,er_avail_cephalosporins_betalactams,er_avail_aminoglycosides_quinolone,er_avail_vancomycin_clindamycin,er_avail_lidocaine,er_avail_minor_opioids,er_avail_major_opioids,er_avail_iv_fluids,er_avail_diazepam_dph,er_avail_heparin,er_avail_steroids,er_avail_insulin,er_avail_asthma,er_avail_blood_pressure,er_avail_defibrillator,er_avail_ott_intubation,er_avail_catheter,er_avail_oxygen_suction,sx_avail_minor_opioids,sx_avail_major_opioids,sx_avail_anesthetic_gases,sx_avail_anesthetics_iv,sx_avail_relaxants,sx_avail_ott_intubation,sx_avail_patient_lingerie_kit,sx_avail_disposables_mask_gloves_gown,sx_avail_oxygen_suction,rrt_avail,rrt_operability,rrt_date_stopped_operability,rrt_reason_stopped_operability,rrt_avg_daily_patients,rrt_peritoneal_count,rrt_peritoneal_reason_not_performed,rrt_num_hemodialysis,rrt_num_hemodialysis_acute,rrt_num_hemodialysis_chronic,rrt_num_hemodialysis_equipments,rrt_num_hemodialysis_equipments_operability,rrt_hemodialysis_avail_filter,rrt_hemodialysis_avail_lines,rrt_hemodialysis_avail_kit_hemodialysis,rrt_hemodialysis_avail_iron,rrt_hemodialysis_avail_b_complex,rrt_hemodialysis_avail_calcium,rrt_hemodialysis_avail_zemblar,rrt_reverse_osmosis_unit_operability,rrt_staff_nephrology,rrt_staff_md,rrt_staff_resident,rrt_staff_nurse,rrt_staff_nurse_nephrologist,arch_beds_count,op_beds_count,op_beds_er_count,nutr_avail,nutr_operability,nutr_date_stopped_operability,nutr_reason_stopped_operability,nutr_num,nutr_daily_freq_meal,nutr_quality,nutr_freq_milk_formulas,pneumonia_antibiotic_therapy_latency,mi_thrombolytic_treatment_latency,er_staff_residents_and_rural_day_on_call,er_staff_specialist_day_on_call,er_staff_mic_day_on_call,er_staff_nurse_day_on_call,er_staff_non_professional_nurse_day_on_call,er_staff_residents_and_rural_night_on_call,er_staff_specialist_night_on_call,er_staff_mic_night_on_call,op_pavilions_count,er_staff_nurse_night_on_call,er_staff_non_professional_nurse_night_on_call,wash_failure_icu,wash_failure_er,wash_failure_sx
626,2019-06-24T00: 04: 31.476Z,25 2019,POR000,type III,Portuguese,Gob. State,,It works every day,Do not,NA,Yes,1,Every day,1899-12-30T01: 00: 00.000Z,Do not,2,"Equipment, medicines, Human Resources",NA,,,,,,,"Theft, robbery or shooting inside the hospital.",TBC health personnel,Between 1 and 2 days,There were no,Between 1 and 2 days,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,There were no,Days 3 to 5,Every day,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,S√,S√,,,11,0,Lack of surgical material lack of input method © physicians,11,4,7,6,6,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Every day,Every day,Every day,Every day,There were no,240,233,40,S√,S√,,,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T06: 00: 00.000Z,1899-12-30T00: 25: 00.000Z,2,1,4,3,2,3,1,4,40,3,2,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
627,2019-08-05T17: 10: 20.804Z,"31, 2019",POR000,type III,Portuguese,"MPPS, Gob. State",,It works every day,S√,NA,Yes,1,Every day,1899-12-30T01: 00: 00.000Z,Do not,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,"Theft, robbery or shooting inside the hospital.","Diphtheria, TBC health personnel",Between 1 and 2 days,There were no,Between 1 and 2 days,,,,Every day,Has never been,Every day,Every day,nonoperating,Every day,Has never been,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Every day,Between 1 and 2 days,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,There were no,There were no,S√,S√,,,11,0,Lack of surgical material lack of input method © physicians,11,6,5,6,6,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Every day,Every day,Every day,Every day,Has never been,240,220,35,S√,Do not,Between one week and one month,"Lack of inputs, lack of equipment, lack of personnel, lack of professionals (nutritionists, Nutr√≥logos etc)",,,,,1899-12-30T06: 00: 00.000Z,1899-12-30T00: 30: 00.000Z,2,1,5,3,2,2,1,4,33,2,1,"3 to 5 days, no alternative support","<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)"
628,2020-02-07T21: 19: 36.677Z,6 2020,POR000,type III,Portuguese,"MPPS, Gob. State",,Works between 3 and 5 days,Do not,NA,Yes,4,Within 3 days,1899-12-30T01: 30: 00.000Z,Do not,2,Medicines,0,,Protests without suspension of activities,Protests without suspension of activities,Protests without suspension of activities,Protests without suspension of activities,Protests without suspension of activities,Violence against hospital staff by relatives,,Between 1 and 2 days,There were no,There were no,,Do not,Do not,Less than 3 days,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,There were no,There were no,There were no,Between 1 and 2 days,There were no,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,There were no,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,Between 1 and 2 days,There were no,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Every day,There were no,There were no,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,There were no,There were no,Every day,S√,S√,,,12,0,"Lack of surgical equipment, lack of input methods © physicians, lack of trained professional (Surgeon)",10,2,10,5,3,There were no,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,There were no,Between 1 and 2 days,Every day,Every day,Every day,Every day,Every day,150,50,30,S√,S√,,,any public day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was less than 3-dairy formulas days,1899-12-30T12: 00: 00.000Z,1899-12-30T06: 00: 00.000Z,8,8,6,6,4,4,2,4,20,4,0,"<3 days, no alternative support (tanks)","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
629,2019-09-25T18: 54: 40.630Z,38 of 2019,POR000,type III,Portuguese,"MPPS, Gob. State",,It works every day,Do not,0,Yes,1,Every day,1899-12-30T01: 00: 00.000Z,Do not,1,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",1,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,"Theft, robbery or shooting inside the hospital.","TBC health personnel, Gillan Barre Syndrome ©",Days 3 to 5,There were no,Days 3 to 5,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Every day,Every day,Between 1 and 2 days,There were no,There were no,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,There were no,Between 1 and 2 days,There were no,S√,S√,,,12,0,"Lack of surgical equipment, lack of input methods © physicians, lack of trained professional (Surgeon)",12,0,12,6,6,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Every day,Every day,Every day,There were no,240,220,35,S√,S√,,,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T03: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,2,1,4,2,2,2,1,4,32,2,2,"<3 days, with alternate support","<3 days, with alternate support","<3 days, with alternate support"
630,2019-06-19T23: 21: 28.860Z,24 2019,POR000,type III,Portuguese,Gob. State,,It works every day,Do not,NA,Yes,1,Every day,1899-12-30T02: 00: 00.000Z,Do not,2,"Equipment, medicines, Human Resources",0,,,,,,,"Violence against hospital staff by relatives, theft, robbery or shooting inside the hospital.",TBC health personnel,,,,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Every day,Days 3 to 5,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,S√,S√,,,11,NA,"Lack of surgical equipment, lack of trained professional (Surgeon)",11,4,7,6,6,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,Days 3 to 5,Every day,There were no,245,230,33,S√,S√,,,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T06: 00: 00.000Z,1899-12-30T00: 20: 00.000Z,2,1,4,2,4,2,1,4,35,2,4,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
631,2019-12-07T11: 55: 33.619Z,49 of 2019,POR000,type III,Portuguese,"MPPS, Gob. State",,It works every day,Do not,NA,Do not,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,NA,,3,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,"Theft, robbery or shooting inside the hospital.",TBC health personnel,Days 3 to 5,There were no,Between 1 and 2 days,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,Between 1 and 2 days,There were no,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,S√,S√,,,11,0,"Lack of surgical equipment, lack of input methods © physicians, lack of trained professional (Surgeon)",11,0,11,6,5,Every day,Every day,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,There were no,250,230,35,S√,S√,,,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T04: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,3,2,4,2,3,2,1,4,33,2,3,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
632,2019-10-06T20: 48: 26.498Z,39 of 2019,POR000,type III,Portuguese,"MPPS, Gob. State",,It works every day,Do not,NA,Yes,2,Every day,1899-12-30T00: 10: 00.000Z,Do not,1,"Equipment, medicines, structural Rest (water, O2, suction)",2,"Equipment, medicines, Human Resources",,,,,,,TBC health personnel,Days 3 to 5,There were no,Days 3 to 5,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Every day,Every day,Days 3 to 5,There were no,There were no,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,Between 1 and 2 days,There were no,S√,S√,,,11,0,"Lack of surgical equipment, lack of input methods © physicians, lack of trained professional (Surgeon)",11,9,2,6,6,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,There were no,250,230,35,S√,S√,,,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T04: 00: 00.000Z,1899-12-30T00: 45: 00.000Z,2,1,4,2,2,2,1,4,33,3,3,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
633,2019-12-07T11: 47: 04.602Z,48 of 2019,POR000,type III,Portuguese,"MPPS, Gob. State",,It works every day,Do not,NA,Do not,1,Within 3 days,1899-12-30T01: 00: 00.000Z,Do not,3,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",1,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,,,Days 3 to 5,There were no,Between 1 and 2 days,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,Days 3 to 5,Days 3 to 5,There were no,There were no,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Every day,Between 1 and 2 days,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,S√,S√,,,12,0,"Lack of surgical equipment, lack of input methods © physicians, lack of trained professional (Surgeon)",12,10,2,6,5,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,There were no,250,220,35,S√,S√,,,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T04: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,3,2,5,3,3,2,1,5,33,2,3,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
634,2019-10-21T13: 19: 57.340Z,41 2019,POR000,type III,Portuguese,"MPPS, Gob. State",,It works every day,Do not,NA,Yes,1,Every day,1899-12-30T01: 00: 00.000Z,Do not,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,"Theft, robbery or shooting inside the hospital.",TBC health personnel,Between 1 and 2 days,There were no,There were no,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,Between 1 and 2 days,There were no,There were no,Days 3 to 5,Between 1 and 2 days,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,S√,S√,,,11,0,"Lack of surgical equipment, lack of input methods © physicians, lack of trained professional (Surgeon)",11,1,10,6,6,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,There were no,250,230,33,S√,S√,,,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T05: 00: 00.000Z,1899-12-30T01: 30: 00.000Z,3,2,5,3,2,1,1,5,35,2,1,"<3 days, with alternate support","<3 days, with alternate support","<3 days, with alternate support"
635,2019-11-11T11: 43: 13.156Z,44 2019,POR000,type III,Portuguese,"MPPS, Gob. State",,It works every day,Do not,NA,Yes,2,Every day,1899-12-30T01: 00: 00.000Z,Do not,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,,TBC health personnel,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,There were no,There were no,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Has never been,Between 1 and 2 days,There were no,There were no,There were no,Between 1 and 2 days,There were no,Days 3 to 5,There were no,There were no,There were no,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,S√,S√,,,11,0,Lack of surgical material lack of input method © physicians,11,11,0,6,6,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,,Every day,Every day,Days 3 to 5,Every day,Every day,There were no,240,210,30,S√,S√,,,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T07: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,2,2,5,3,3,2,1,5,34,3,3,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
636,2019-11-26T12: 23: 00.322Z,47 of 2019,POR000,type III,Portuguese,"MPPS, Gob. State",,It works every day,Do not,NA,Yes,3,Every day,1899-12-30T00: 30: 00.000Z,Do not,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,"Theft, robbery or shooting inside the hospital.",TBC health personnel,Days 3 to 5,There were no,Between 1 and 2 days,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,There were no,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,There were no,There were no,S√,S√,,,11,0,Lack of surgical material lack of input method © physicians,11,11,0,6,5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,There were no,There were no,Between 1 and 2 days,Every day,Every day,Days 3 to 5,Days 3 to 5,Every day,There were no,250,230,30,S√,S√,,,Days 3 to 5,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T08: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,2,2,4,5,7,3,2,4,36,4,4,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
637,2019-12-22T15: 37: 11.872Z,51 of 2019,POR000,type III,Portuguese,"MPPS, Gob. State",,It works every day,Do not,NA,Do not,0,Within 3 days,1899-12-30T01: 00: 00.000Z,Do not,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,,,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,,,,Every day,nonoperating,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,There were no,There were no,There were no,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,There were no,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,There were no,There were no,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,S√,S√,,,11,0,"Lack of surgical equipment, lack of input methods © physicians, lack of trained professional (Surgeon)",11,1,10,6,5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Every day,Every day,Days 3 to 5,Days 3 to 5,There were no,250,230,35,S√,S√,,,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T06: 00: 00.000Z,1899-12-30T02: 00: 00.000Z,3,3,4,3,3,4,2,4,33,4,3,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
638,2020-01-07T18: 47: 57.282Z,52 of 2019,POR000,type III,Portuguese,"MPPS, Gob. State",,It works every day,Do not,NA,Yes,1,Every day,1899-12-30T01: 00: 00.000Z,Do not,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,"Theft, robbery or shooting inside the hospital.",TBC health personnel,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,Between 1 and 2 days,Days 3 to 5,There were no,Between 1 and 2 days,Days 3 to 5,There were no,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,There were no,Between 1 and 2 days,S√,S√,,,12,0,"Lack of surgical equipment, lack of input methods © physicians, lack of trained professional (Surgeon)",12,1,11,6,5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,There were no,250,230,30,S√,S√,,,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T06: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,3,2,5,3,3,3,1,5,33,3,4,"<3 days, with alternate support","<3 days, with alternate support","<3 days, with alternate support"
639,2020-01-07T18: 58: 24.275Z,1 2020,POR000,type III,Portuguese,"MPPS, Gob. State",,It works every day,Do not,NA,Yes,2,Every day,1899-12-30T01: 00: 00.000Z,Do not,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,"Theft, robbery or shooting inside the hospital.",TBC health personnel,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,,,,Every day,Has never been,Every day,Days 3 to 5,nonoperating,Days 3 to 5,Has never been,nonoperating,Days 3 to 5,Days 3 to 5,Every day,Between 1 and 2 days,There were no,There were no,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,S√,S√,,,12,0,"Lack of surgical equipment, lack of input methods © physicians, lack of trained professional (Surgeon)",12,2,10,6,5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Every day,Every day,Every day,Every day,Every day,There were no,250,230,30,S√,S√,,,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T08: 00: 00.000Z,1899-12-30T02: 00: 00.000Z,3,2,5,3,3,3,1,4,33,3,3,"<3 days, with alternate support","<3 days, with alternate support","<3 days, with alternate support"
640,2019-10-21T13: 28: 38.376Z,42 2019,POR000,type III,Portuguese,"MPPS, Gob. State",,It works every day,S√,0,Yes,1,Every day,1899-12-30T01: 00: 00.000Z,Do not,2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",2,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,"Theft, robbery or shooting inside the hospital.",TBC health personnel,Between 1 and 2 days,There were no,Days 3 to 5,,,,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,There were no,Days 3 to 5,Between 1 and 2 days,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,There were no,There were no,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,There were no,There were no,S√,S√,,,11,0,"Lack of surgical equipment, lack of input methods © physicians, lack of trained professional (Surgeon)",11,0,11,6,6,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Every day,Every day,Every day,There were no,250,230,33,S√,S√,,,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T04: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,2,1,5,2,1,2,1,5,33,2,1,"<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)"
